"id","map_type_id","model_id/id","field_id/id","in_value","out_value"
"map_gfmis_report_166","GFMIS Report","account.model_account_account","account.field_account_account_code",1105010008,"1105010105 - บัญชีวัสดุคงคลัง"
"map_gfmis_report_167","GFMIS Report","account.model_account_account","account.field_account_account_code",1105010009,"1105010105 - บัญชีวัสดุคงคลัง"
"map_gfmis_report_168","GFMIS Report","account.model_account_account","account.field_account_account_code",1105010010,"1105010105 - บัญชีวัสดุคงคลัง"
"map_gfmis_report_169","GFMIS Report","account.model_account_account","account.field_account_account_code",1105010011,"1105010105 - บัญชีวัสดุคงคลัง"
"map_gfmis_report_170","GFMIS Report","account.model_account_account","account.field_account_account_code",1105019990,"1105010105 - บัญชีวัสดุคงคลัง"
"map_gfmis_report_171","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010001,"1106010103 - บัญชีค่าใช้จ่ายจ่ายล่วงหน้า"
"map_gfmis_report_172","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010002,"1106010103 - บัญชีค่าใช้จ่ายจ่ายล่วงหน้า"
"map_gfmis_report_173","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010003,"1106010103 - บัญชีค่าใช้จ่ายจ่ายล่วงหน้า"
"map_gfmis_report_174","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010004,"1106010103 - บัญชีค่าใช้จ่ายจ่ายล่วงหน้า"
"map_gfmis_report_175","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010005,"1102050129 - บัญชีเงินจ่ายล่วงหน้า"
"map_gfmis_report_176","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010006,"1102050129 - บัญชีเงินจ่ายล่วงหน้า"
"map_gfmis_report_177","GFMIS Report","account.model_account_account","account.field_account_account_code",1106010007,"1106010103 - บัญชีค่าใช้จ่ายจ่ายล่วงหน้า"
"map_gfmis_report_178","GFMIS Report","account.model_account_account","account.field_account_account_code",1106019990,"1102050129 - บัญชีเงินจ่ายล่วงหน้า"
"map_gfmis_report_179","GFMIS Report","account.model_account_account","account.field_account_account_code",1107010001,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_180","GFMIS Report","account.model_account_account","account.field_account_account_code",1108010001,"1102050107 - บัญชีรายได้ค้างรับ - บุคคลภายนอก"
"map_gfmis_report_181","GFMIS Report","account.model_account_account","account.field_account_account_code",1109010001,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_182","GFMIS Report","account.model_account_account","account.field_account_account_code",1109010002,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_183","GFMIS Report","account.model_account_account","account.field_account_account_code",1109010003,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_184","GFMIS Report","account.model_account_account","account.field_account_account_code",1190010001,"1102050194 - บัญชีลูกหนี้อื่น - บุคคลภายนอก"
"map_gfmis_report_185","GFMIS Report","account.model_account_account","account.field_account_account_code",1190010002,"1102050194 - บัญชีลูกหนี้อื่น - บุคคลภายนอก"
"map_gfmis_report_186","GFMIS Report","account.model_account_account","account.field_account_account_code",1190019900,"1102050194 - บัญชีลูกหนี้อื่น - บุคคลภายนอก"
"map_gfmis_report_187","GFMIS Report","account.model_account_account","account.field_account_account_code",1190909900,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_188","GFMIS Report","account.model_account_account","account.field_account_account_code",1201010001,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_189","GFMIS Report","account.model_account_account","account.field_account_account_code",1201010002,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_190","GFMIS Report","account.model_account_account","account.field_account_account_code",1201010003,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_191","GFMIS Report","account.model_account_account","account.field_account_account_code",1201010004,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_192","GFMIS Report","account.model_account_account","account.field_account_account_code",1201019990,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_193","GFMIS Report","account.model_account_account","account.field_account_account_code",1201029990,"1104010104 - บัญชีเงินฝากประจำ - INTERFACE"
"map_gfmis_report_194","GFMIS Report","account.model_account_account","account.field_account_account_code",1202019900,"1201030102 - บัญชีเงินให้กู้ยืมระยะยาว-บุคคลภายนอก"
"map_gfmis_report_195","GFMIS Report","account.model_account_account","account.field_account_account_code",1203010001,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_196","GFMIS Report","account.model_account_account","account.field_account_account_code",1203010002,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_197","GFMIS Report","account.model_account_account","account.field_account_account_code",1203010003,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_198","GFMIS Report","account.model_account_account","account.field_account_account_code",1203900001,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_199","GFMIS Report","account.model_account_account","account.field_account_account_code",1203900002,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_200","GFMIS Report","account.model_account_account","account.field_account_account_code",1203900003,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_201","GFMIS Report","account.model_account_account","account.field_account_account_code",1203900004,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_202","GFMIS Report","account.model_account_account","account.field_account_account_code",1204010001,"1203020199 - บัญชีเงินลงทุนอื่น"
"map_gfmis_report_203","GFMIS Report","account.model_account_account","account.field_account_account_code",1205010001,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_204","GFMIS Report","account.model_account_account","account.field_account_account_code",1205010002,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_205","GFMIS Report","account.model_account_account","account.field_account_account_code",1205019990,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_206","GFMIS Report","account.model_account_account","account.field_account_account_code",1205019991,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_207","GFMIS Report","account.model_account_account","account.field_account_account_code",1206020001,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_208","GFMIS Report","account.model_account_account","account.field_account_account_code",1206020002,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_209","GFMIS Report","account.model_account_account","account.field_account_account_code",1206020003,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_210","GFMIS Report","account.model_account_account","account.field_account_account_code",1206029990,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_211","GFMIS Report","account.model_account_account","account.field_account_account_code",1206029991,"1213010199 - บัญชีสินทรัพย์ไม่หมุนเวียนอื่น"
"map_gfmis_report_212","GFMIS Report","account.model_account_account","account.field_account_account_code",1207010001,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_213","GFMIS Report","account.model_account_account","account.field_account_account_code",1207010002,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_214","GFMIS Report","account.model_account_account","account.field_account_account_code",1207019990,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_215","GFMIS Report","account.model_account_account","account.field_account_account_code",1207019991,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_216","GFMIS Report","account.model_account_account","account.field_account_account_code",1208010001,"1204030101 - ที่ดิน - INTERFACE"
"map_gfmis_report_217","GFMIS Report","account.model_account_account","account.field_account_account_code",1208010002,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_218","GFMIS Report","account.model_account_account","account.field_account_account_code",1208019990,"1204030101 - ที่ดิน - INTERFACE"
"map_gfmis_report_219","GFMIS Report","account.model_account_account","account.field_account_account_code",1208019991,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_220","GFMIS Report","account.model_account_account","account.field_account_account_code",1208020001,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_221","GFMIS Report","account.model_account_account","account.field_account_account_code",1208020002,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_222","GFMIS Report","account.model_account_account","account.field_account_account_code",1208020003,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_223","GFMIS Report","account.model_account_account","account.field_account_account_code",1208020004,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_224","GFMIS Report","account.model_account_account","account.field_account_account_code",1208029990,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_225","GFMIS Report","account.model_account_account","account.field_account_account_code",1208029991,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_226","GFMIS Report","account.model_account_account","account.field_account_account_code",1208029992,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_227","GFMIS Report","account.model_account_account","account.field_account_account_code",1208029993,"1205050101 - บัญชีอาคารและสิ่งปลูกสร้าง-INTERFACE"
"map_gfmis_report_228","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030001,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_229","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030002,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_230","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030003,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_231","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030004,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_232","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030005,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_233","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030006,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_234","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030007,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_235","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030008,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_236","GFMIS Report","account.model_account_account","account.field_account_account_code",1208030009,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_237","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039990,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_238","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039991,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_239","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039992,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_240","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039993,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_241","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039994,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_242","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039995,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_243","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039996,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_244","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039997,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_245","GFMIS Report","account.model_account_account","account.field_account_account_code",1208039998,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_246","GFMIS Report","account.model_account_account","account.field_account_account_code",1209010001,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_247","GFMIS Report","account.model_account_account","account.field_account_account_code",1209019990,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_248","GFMIS Report","account.model_account_account","account.field_account_account_code",1210010001,"1209030101 - สินทรัพย์ไม่มีตัวตน - INTERFACE"
"map_gfmis_report_249","GFMIS Report","account.model_account_account","account.field_account_account_code",1210019990,"1209030101 - สินทรัพย์ไม่มีตัวตน - INTERFACE"
"map_gfmis_report_250","GFMIS Report","account.model_account_account","account.field_account_account_code",1211010001,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_251","GFMIS Report","account.model_account_account","account.field_account_account_code",1212010001,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_252","GFMIS Report","account.model_account_account","account.field_account_account_code",1212010002,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_253","GFMIS Report","account.model_account_account","account.field_account_account_code",1212019990,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_254","GFMIS Report","account.model_account_account","account.field_account_account_code",1212019991,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_255","GFMIS Report","account.model_account_account","account.field_account_account_code",1212020001,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_256","GFMIS Report","account.model_account_account","account.field_account_account_code",1212029990,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_257","GFMIS Report","account.model_account_account","account.field_account_account_code",1212030001,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_258","GFMIS Report","account.model_account_account","account.field_account_account_code",1212030002,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_259","GFMIS Report","account.model_account_account","account.field_account_account_code",1212030003,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_260","GFMIS Report","account.model_account_account","account.field_account_account_code",1212030004,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_261","GFMIS Report","account.model_account_account","account.field_account_account_code",1212039990,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_262","GFMIS Report","account.model_account_account","account.field_account_account_code",1212039991,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_263","GFMIS Report","account.model_account_account","account.field_account_account_code",1212039992,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_264","GFMIS Report","account.model_account_account","account.field_account_account_code",1212039993,"1205050102 - บัญชีค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง-INTERF"
"map_gfmis_report_265","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040001,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_266","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040002,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_267","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040003,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_268","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040004,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_269","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040005,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_270","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040006,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_271","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040007,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_272","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040008,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_273","GFMIS Report","account.model_account_account","account.field_account_account_code",1212040009,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_274","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049990,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_275","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049991,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_276","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049992,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_277","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049993,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_278","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049994,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_279","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049995,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_280","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049996,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_281","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049997,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_282","GFMIS Report","account.model_account_account","account.field_account_account_code",1212049998,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_283","GFMIS Report","account.model_account_account","account.field_account_account_code",1212050001,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_284","GFMIS Report","account.model_account_account","account.field_account_account_code",1212059990,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_285","GFMIS Report","account.model_account_account","account.field_account_account_code",1212060001,"1209030102 - บัญชีค่าตัดจำหน่ายสะสมสินทรัพย์ไม่มีตัวตน  - INTER"
"map_gfmis_report_286","GFMIS Report","account.model_account_account","account.field_account_account_code",1212069990,"1209030102 - บัญชีค่าตัดจำหน่ายสะสมสินทรัพย์ไม่มีตัวตน  - INTER"
"map_gfmis_report_287","GFMIS Report","account.model_account_account","account.field_account_account_code",1212070001,"1206170102 - บัญชีครุภัณฑ์ ค่าเสื่อมราคาสะสม  - INTERFACE"
"map_gfmis_report_288","GFMIS Report","account.model_account_account","account.field_account_account_code",1213010001,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_289","GFMIS Report","account.model_account_account","account.field_account_account_code",1213010002,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_290","GFMIS Report","account.model_account_account","account.field_account_account_code",1213010003,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_291","GFMIS Report","account.model_account_account","account.field_account_account_code",1213010004,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_292","GFMIS Report","account.model_account_account","account.field_account_account_code",1213019990,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_293","GFMIS Report","account.model_account_account","account.field_account_account_code",1213019991,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_294","GFMIS Report","account.model_account_account","account.field_account_account_code",1213019992,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_295","GFMIS Report","account.model_account_account","account.field_account_account_code",1213019993,"1211010103 - งานระหว่างก่อสร้าง - INTERFACE"
"map_gfmis_report_296","GFMIS Report","account.model_account_account","account.field_account_account_code",1214010001,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_297","GFMIS Report","account.model_account_account","account.field_account_account_code",1214010002,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_298","GFMIS Report","account.model_account_account","account.field_account_account_code",1214010003,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_299","GFMIS Report","account.model_account_account","account.field_account_account_code",1214010004,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_300","GFMIS Report","account.model_account_account","account.field_account_account_code",1214010005,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_301","GFMIS Report","account.model_account_account","account.field_account_account_code",1214019990,"1206170101 - บัญชีครุภัณฑ์ - INTERFACE"
"map_gfmis_report_302","GFMIS Report","account.model_account_account","account.field_account_account_code",1290010001,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_303","GFMIS Report","account.model_account_account","account.field_account_account_code",1290019900,"1106010199 - บัญชีสินทรัพย์หมุนเวียนอื่น"
"map_gfmis_report_304","GFMIS Report","account.model_account_account","account.field_account_account_code",2101010001,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_305","GFMIS Report","account.model_account_account","account.field_account_account_code",2101010002,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_306","GFMIS Report","account.model_account_account","account.field_account_account_code",2101010003,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_307","GFMIS Report","account.model_account_account","account.field_account_account_code",2101010004,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_308","GFMIS Report","account.model_account_account","account.field_account_account_code",2101019990,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_309","GFMIS Report","account.model_account_account","account.field_account_account_code",2101019991,"2101010107 - เจ้าหนี้การค้า INTERFACE-บุคคลภายนอก"
"map_gfmis_report_310","GFMIS Report","account.model_account_account","account.field_account_account_code",2102010001,"2101020199 - บัญชีเจ้าหนื้อื่น - บุคคลภายนอก"
"map_gfmis_report_311","GFMIS Report","account.model_account_account","account.field_account_account_code",2102010002,"2111020199 - บัญชีเงินรับฝากอื่น"
"map_gfmis_report_312","GFMIS Report","account.model_account_account","account.field_account_account_code",2102019900,"2101020199 - บัญชีเจ้าหนื้อื่น - บุคคลภายนอก"
"map_gfmis_report_313","GFMIS Report","account.model_account_account","account.field_account_account_code",2102019990,"2101020199 - บัญชีเจ้าหนื้อื่น - บุคคลภายนอก"
"map_gfmis_report_314","GFMIS Report","account.model_account_account","account.field_account_account_code",2103010001,"2102040199 - บัญชีค่าใช้จ่ายค้างจ่ายอื่น บุคคลภายนอก"
"map_gfmis_report_315","GFMIS Report","account.model_account_account","account.field_account_account_code",2104010001,"2103010103 - บัญชีรายได้ค่าบริการรับล่วงหน้า"
"map_gfmis_report_316","GFMIS Report","account.model_account_account","account.field_account_account_code",2105010001,"2102040199 - บัญชีค่าใช้จ่ายค้างจ่ายอื่น บุคคลภายนอก"
"map_gfmis_report_317","GFMIS Report","account.model_account_account","account.field_account_account_code",2105010002,"2111020199 - บัญชีเงินรับฝากอื่น"
"map_gfmis_report_318","GFMIS Report","account.model_account_account","account.field_account_account_code",2105010003,"2111020199 - บัญชีเงินรับฝากอื่น"
"map_gfmis_report_319","GFMIS Report","account.model_account_account","account.field_account_account_code",2106010001,"2101020199 - บัญชีเจ้าหนื้อื่น - บุคคลภายนอก"
"map_gfmis_report_320","GFMIS Report","account.model_account_account","account.field_account_account_code",2106010002,"2101020199 - บัญชีเจ้าหนื้อื่น - บุคคลภายนอก"
"map_gfmis_report_321","GFMIS Report","account.model_account_account","account.field_account_account_code",2107010001,"2111020199 - บัญชีเงินรับฝากอื่น"
"map_gfmis_report_322","GFMIS Report","account.model_account_account","account.field_account_account_code",2190010001,"2116010199 - บัญชีหนี้สินหมุนเวียนอื่น"
"map_gfmis_report_323","GFMIS Report","account.model_account_account","account.field_account_account_code",2190019900,"2116010199 - บัญชีหนี้สินหมุนเวียนอื่น"
"map_gfmis_report_324","GFMIS Report","account.model_account_account","account.field_account_account_code",2201010001,"2213010199 - บัญชีหนี้สินไม่หมุนเวียนอื่น"
"map_gfmis_report_325","GFMIS Report","account.model_account_account","account.field_account_account_code",2201010002,"2213010199 - บัญชีหนี้สินไม่หมุนเวียนอื่น"
"map_gfmis_report_326","GFMIS Report","account.model_account_account","account.field_account_account_code",2202010001,"2213010199 - บัญชีหนี้สินไม่หมุนเวียนอื่น"
"map_gfmis_report_327","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010001,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_328","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010002,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_329","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010003,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_330","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010004,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_331","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010005,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_332","GFMIS Report","account.model_account_account","account.field_account_account_code",2203010006,"2112010199 - บัญชีเงินประกันอื่น"
"map_gfmis_report_333","GFMIS Report","account.model_account_account","account.field_account_account_code",2290019900,"2213010199 - บัญชีหนี้สินไม่หมุนเวียนอื่น"
"map_gfmis_report_334","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010001,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_335","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010002,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_336","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010003,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_337","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010004,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_338","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010005,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_339","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010006,"3105010101 - บัญชีทุนของหน่วยงาน"
"map_gfmis_report_340","GFMIS Report","account.model_account_account","account.field_account_account_code",3101010007,"3105010101 - บัญชีทุนของหน่วยงาน"
